,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
605000,2015,2,10,2,EV,4288,N17138,MFE,IAH,520,510.0,-10.0,17.0,527.0,72.0,82.0,58.0,316,625.0,7.0,632,632.0,0.0,0,0,,,,,,
606000,2015,2,10,2,OO,2683,N885AS,BFL,PHX,630,621.0,-9.0,14.0,635.0,90.0,89.0,70.0,425,845.0,5.0,900,850.0,-10.0,0,0,,,,,,
607000,2015,2,10,2,WN,160,N412WN,MKE,DCA,730,728.0,-2.0,25.0,753.0,120.0,121.0,91.0,634,1024.0,5.0,1030,1029.0,-1.0,0,0,,,,,,
608000,2015,2,10,2,OO,5503,N121SY,TUS,SFO,830,835.0,5.0,9.0,844.0,148.0,152.0,125.0,751,949.0,18.0,958,1007.0,9.0,0,0,,,,,,
609000,2015,2,10,2,AS,835,N593AS,SJC,KOA,935,926.0,-9.0,15.0,941.0,345.0,351.0,331.0,2384,1312.0,5.0,1320,1317.0,-3.0,0,0,,,,,,
610000,2015,2,10,2,DL,2475,N929DL,ATL,MKE,1035,1033.0,-2.0,14.0,1047.0,125.0,125.0,107.0,669,1134.0,4.0,1140,1138.0,-2.0,0,0,,,,,,
611000,2015,2,10,2,WN,1070,N495WN,SNA,LAS,1135,1133.0,-2.0,7.0,1140.0,65.0,57.0,43.0,226,1223.0,7.0,1240,1230.0,-10.0,0,0,,,,,,
612000,2015,2,10,2,NK,906,N630NK,PHX,DEN,1241,1321.0,40.0,12.0,1333.0,104.0,89.0,71.0,602,1444.0,6.0,1425,1450.0,25.0,0,0,,24.0,0.0,1.0,0.0,0.0
613000,2015,2,10,2,MQ,3670,N641MQ,DFW,PNS,1340,1338.0,-2.0,11.0,1349.0,101.0,92.0,79.0,604,1508.0,2.0,1521,1510.0,-11.0,0,0,,,,,,
614000,2015,2,10,2,US,725,N548UW,CLT,MCO,1445,1456.0,11.0,30.0,1526.0,100.0,107.0,64.0,468,1630.0,13.0,1625,1643.0,18.0,0,0,,7.0,0.0,7.0,4.0,0.0
615000,2015,2,10,2,EV,3942,N14562,STL,ORD,1547,1544.0,-3.0,15.0,1559.0,80.0,70.0,46.0,258,1645.0,9.0,1707,1654.0,-13.0,0,0,,,,,,
616000,2015,2,10,2,AS,361,N609AS,SMF,SEA,1655,1708.0,13.0,12.0,1720.0,110.0,114.0,91.0,605,1851.0,11.0,1845,1902.0,17.0,0,0,,4.0,0.0,0.0,13.0,0.0
617000,2015,2,10,2,AA,1053,N4XRAA,DFW,RNO,1750,1748.0,-2.0,10.0,1758.0,217.0,209.0,194.0,1345,1912.0,5.0,1927,1917.0,-10.0,0,0,,,,,,
618000,2015,2,10,2,DL,2499,N970AT,TPA,LGA,1859,1856.0,-3.0,16.0,1912.0,161.0,160.0,138.0,1010,2130.0,6.0,2140,2136.0,-4.0,0,0,,,,,,
619000,2015,2,10,2,EV,5311,N854AS,DTW,EVV,2010,2004.0,-6.0,16.0,2020.0,96.0,75.0,55.0,363,2015.0,4.0,2046,2019.0,-27.0,0,0,,,,,,
620000,2015,2,10,2,B6,486,N358JB,JFK,ROC,2242,2247.0,5.0,13.0,2300.0,77.0,64.0,48.0,264,2348.0,3.0,2359,2351.0,-8.0,0,0,,,,,,
621000,2015,2,11,3,EV,5961,N16541,SCE,ORD,620,614.0,-6.0,19.0,633.0,124.0,125.0,99.0,528,712.0,7.0,724,719.0,-5.0,0,0,,,,,,
622000,2015,2,11,3,WN,1275,N525SW,SAT,ELP,720,718.0,-2.0,11.0,729.0,95.0,91.0,75.0,496,744.0,5.0,755,749.0,-6.0,0,0,,,,,,
623000,2015,2,11,3,OO,2701,N907SW,GJT,PHX,820,808.0,-12.0,11.0,819.0,108.0,104.0,64.0,438,923.0,29.0,1008,952.0,-16.0,0,0,,,,,,
624000,2015,2,11,3,WN,1715,N8311Q,OMA,LAS,920,920.0,0.0,10.0,930.0,185.0,160.0,138.0,1099,948.0,12.0,1025,1000.0,-25.0,0,0,,,,,,
625000,2015,2,11,3,OO,4442,N603QX,GEG,SLC,1020,1014.0,-6.0,14.0,1028.0,101.0,93.0,73.0,546,1241.0,6.0,1301,1247.0,-14.0,0,0,,,,,,
626000,2015,2,11,3,B6,323,N929JB,JFK,LAX,1125,1123.0,-2.0,17.0,1140.0,374.0,347.0,323.0,2475,1403.0,7.0,1439,1410.0,-29.0,0,0,,,,,,
627000,2015,2,11,3,NK,622,N527NK,RSW,DTW,1228,1222.0,-6.0,8.0,1230.0,169.0,176.0,153.0,1084,1503.0,15.0,1517,1518.0,1.0,0,0,,,,,,
628000,2015,2,11,3,EV,4387,N21144,IAH,MOB,1326,1322.0,-4.0,33.0,1355.0,81.0,98.0,62.0,427,1457.0,3.0,1447,1500.0,13.0,0,0,,,,,,
629000,2015,2,11,3,WN,344,N919WN,SAN,PHX,1430,1428.0,-2.0,9.0,1437.0,70.0,65.0,52.0,304,1629.0,4.0,1640,1633.0,-7.0,0,0,,,,,,
630000,2015,2,11,3,MQ,3644,N854MQ,DFW,SAF,1530,1529.0,-1.0,11.0,1540.0,107.0,100.0,83.0,551,1603.0,6.0,1617,1609.0,-8.0,0,0,,,,,,
631000,2015,2,11,3,AA,2258,N575AA,MCO,DFW,1635,1658.0,23.0,12.0,1710.0,185.0,177.0,143.0,985,1833.0,22.0,1840,1855.0,15.0,0,0,,0.0,0.0,3.0,12.0,0.0
632000,2015,2,11,3,MQ,3582,N686MQ,LAW,DFW,1730,1721.0,-9.0,8.0,1729.0,47.0,56.0,36.0,140,1805.0,12.0,1817,1817.0,0.0,0,0,,,,,,
633000,2015,2,11,3,MQ,3687,N679MQ,IND,ORD,1831,1822.0,-9.0,10.0,1832.0,74.0,56.0,41.0,177,1813.0,5.0,1845,1818.0,-27.0,0,0,,,,,,
634000,2015,2,11,3,WN,4371,N902WN,HOU,DCA,1940,1943.0,3.0,10.0,1953.0,165.0,156.0,143.0,1218,2316.0,3.0,2325,2319.0,-6.0,0,0,,,,,,
635000,2015,2,11,3,WN,4566,N720WN,SAN,PHX,2105,2059.0,-6.0,15.0,2114.0,70.0,70.0,53.0,304,2307.0,2.0,2315,2309.0,-6.0,0,0,,,,,,
636000,2015,2,12,4,DL,1634,N3732J,SEA,SLC,600,555.0,-5.0,18.0,613.0,119.0,109.0,82.0,689,835.0,9.0,859,844.0,-15.0,0,0,,,,,,
637000,2015,2,12,4,AA,2401,N854AA,DFW,LAX,650,645.0,-5.0,14.0,659.0,206.0,166.0,147.0,1235,726.0,5.0,816,731.0,-45.0,0,0,,,,,,
638000,2015,2,12,4,US,1993,N567UW,CLT,LAX,745,756.0,11.0,14.0,810.0,330.0,295.0,274.0,2125,944.0,7.0,1015,951.0,-24.0,0,0,,,,,,
639000,2015,2,12,4,EV,6030,N16183,DAY,ORD,840,833.0,-7.0,80.0,953.0,84.0,140.0,47.0,240,940.0,13.0,904,953.0,49.0,0,0,,49.0,0.0,0.0,0.0,0.0
640000,2015,2,12,4,OO,7362,N565SW,SLC,CNY,942,936.0,-6.0,9.0,945.0,63.0,52.0,42.0,184,1027.0,1.0,1045,1028.0,-17.0,0,0,,,,,,
641000,2015,2,12,4,AS,794,N644AS,SEA,ABQ,1040,1037.0,-3.0,13.0,1050.0,180.0,161.0,143.0,1180,1413.0,5.0,1440,1418.0,-22.0,0,0,,,,,,
642000,2015,2,12,4,EV,5352,N582CA,OAJ,ATL,1135,1129.0,-6.0,15.0,1144.0,95.0,100.0,75.0,399,1259.0,10.0,1310,1309.0,-1.0,0,0,,,,,,
643000,2015,2,12,4,WN,866,N498WN,LAS,BWI,1240,1428.0,108.0,12.0,1440.0,265.0,273.0,256.0,2106,2156.0,5.0,2005,2201.0,116.0,0,0,,8.0,0.0,4.0,104.0,0.0
644000,2015,2,12,4,NK,630,N632NK,DEN,ORD,1339,1340.0,1.0,12.0,1352.0,150.0,140.0,116.0,888,1648.0,12.0,1709,1700.0,-9.0,0,0,,,,,,
645000,2015,2,12,4,AA,1429,N376AA,MCO,MIA,1439,1437.0,-2.0,23.0,1500.0,70.0,71.0,39.0,192,1539.0,9.0,1549,1548.0,-1.0,0,0,,,,,,
646000,2015,2,12,4,AS,842,N508AS,LIH,OAK,1540,1548.0,8.0,12.0,1600.0,314.0,288.0,270.0,2457,2230.0,6.0,2254,2236.0,-18.0,0,0,,,,,,
647000,2015,2,12,4,AA,2441,N4XPAA,LAS,DFW,1639,1631.0,-8.0,21.0,1652.0,156.0,174.0,142.0,1055,2114.0,11.0,2115,2125.0,10.0,0,0,,,,,,
648000,2015,2,12,4,DL,2087,N316US,ATL,CLT,1735,1734.0,-1.0,18.0,1752.0,73.0,66.0,42.0,226,1834.0,6.0,1848,1840.0,-8.0,0,0,,,,,,
649000,2015,2,12,4,EV,4316,N36915,BNA,IAD,1833,1841.0,8.0,17.0,1858.0,103.0,106.0,80.0,542,2118.0,9.0,2116,2127.0,11.0,0,0,,,,,,
650000,2015,2,12,4,EV,5075,N860AS,DTW,AZO,1935,1932.0,-3.0,11.0,1943.0,62.0,38.0,25.0,113,2008.0,2.0,2037,2010.0,-27.0,0,0,,,,,,
651000,2015,2,12,4,OO,4625,N813SK,SEA,GEG,2051,2047.0,-4.0,18.0,2105.0,63.0,60.0,38.0,224,2143.0,4.0,2154,2147.0,-7.0,0,0,,,,,,
652000,2015,2,13,5,NK,972,N611NK,PHX,DFW,200,225.0,25.0,13.0,238.0,121.0,134.0,112.0,868,530.0,9.0,501,539.0,38.0,0,0,,13.0,0.0,25.0,0.0,0.0
653000,2015,2,13,5,F9,965,N939FR,TTN,UST,625,649.0,24.0,10.0,659.0,155.0,131.0,118.0,801,857.0,3.0,900,900.0,0.0,0,0,,,,,,
654000,2015,2,13,5,EV,6036,N21197,ELP,DEN,720,713.0,-7.0,14.0,727.0,117.0,114.0,93.0,563,900.0,7.0,917,907.0,-10.0,0,0,,,,,,
655000,2015,2,13,5,AA,240,N3MBAA,LAX,DCA,820,831.0,11.0,15.0,846.0,289.0,303.0,285.0,2311,1631.0,3.0,1609,1634.0,25.0,0,0,,14.0,0.0,11.0,0.0,0.0
656000,2015,2,13,5,F9,1068,N227FR,DEN,ORD,915,910.0,-5.0,20.0,930.0,145.0,145.0,116.0,888,1226.0,9.0,1240,1235.0,-5.0,0,0,,,,,,
657000,2015,2,13,5,US,2033,N952UW,PHL,BOS,1015,1009.0,-6.0,21.0,1030.0,89.0,76.0,48.0,280,1118.0,7.0,1144,1125.0,-19.0,0,0,,,,,,
658000,2015,2,13,5,DL,1131,N921DL,LGA,FLL,1115,1213.0,58.0,56.0,1309.0,202.0,213.0,152.0,1076,1541.0,5.0,1437,1546.0,69.0,0,0,,11.0,0.0,20.0,38.0,0.0
659000,2015,2,13,5,UA,1261,N12114,MCO,IAH,1210,1231.0,21.0,9.0,1240.0,160.0,144.0,128.0,854,1348.0,7.0,1350,1355.0,5.0,0,0,,,,,,
660000,2015,2,13,5,UA,1544,N23708,DFW,DEN,1313,1316.0,3.0,20.0,1336.0,132.0,131.0,104.0,641,1420.0,7.0,1425,1427.0,2.0,0,0,,,,,,
661000,2015,2,13,5,UA,1658,N77525,ORD,RDU,1412,1426.0,14.0,21.0,1447.0,115.0,107.0,81.0,646,1708.0,5.0,1707,1713.0,6.0,0,0,,,,,,
662000,2015,2,13,5,OO,6504,N753SK,DEN,SJC,1515,1514.0,-1.0,18.0,1532.0,163.0,157.0,136.0,948,1648.0,3.0,1658,1651.0,-7.0,0,0,,,,,,
663000,2015,2,13,5,AA,379,N5DVAA,SFO,DFW,1615,1617.0,2.0,16.0,1633.0,199.0,207.0,172.0,1464,2125.0,19.0,2134,2144.0,10.0,0,0,,,,,,
664000,2015,2,13,5,DL,1330,N320NB,CLT,DTW,1714,1714.0,0.0,12.0,1726.0,108.0,107.0,90.0,500,1856.0,5.0,1902,1901.0,-1.0,0,0,,,,,,
665000,2015,2,13,5,WN,41,N380SW,HOU,PHX,1805,1900.0,55.0,10.0,1910.0,180.0,151.0,137.0,1020,2027.0,4.0,2005,2031.0,26.0,0,0,,0.0,0.0,12.0,14.0,0.0
666000,2015,2,13,5,UA,650,N839UA,DEN,JAC,1909,1906.0,-3.0,11.0,1917.0,93.0,82.0,68.0,406,2025.0,3.0,2042,2028.0,-14.0,0,0,,,,,,
667000,2015,2,13,5,WN,4279,N7748A,PHX,MCI,2010,2006.0,-4.0,23.0,2029.0,150.0,166.0,135.0,1044,2344.0,8.0,2340,2352.0,12.0,0,0,,,,,,
668000,2015,2,13,5,DL,1978,N694DL,ATL,RIC,2155,2206.0,11.0,17.0,2223.0,95.0,94.0,66.0,481,2329.0,11.0,2330,2340.0,10.0,0,0,,,,,,
669000,2015,2,14,6,MQ,3681,N640MQ,FSM,DFW,605,557.0,-8.0,17.0,614.0,68.0,61.0,39.0,227,653.0,5.0,713,658.0,-15.0,0,0,,,,,,
670000,2015,2,14,6,AA,1395,N3JDAA,ORD,TPA,720,736.0,16.0,23.0,759.0,151.0,147.0,119.0,1012,1058.0,5.0,1051,1103.0,12.0,0,0,,,,,,
671000,2015,2,14,6,AA,314,N560AA,DFW,ATL,830,822.0,-8.0,19.0,841.0,117.0,127.0,101.0,731,1122.0,7.0,1127,1129.0,2.0,0,0,,,,,,
672000,2015,2,14,6,EV,5069,N744EV,LGA,CVG,935,932.0,-3.0,13.0,945.0,141.0,125.0,107.0,585,1132.0,5.0,1156,1137.0,-19.0,0,0,,,,,,
673000,2015,2,14,6,DL,2344,N359NW,PBI,LGA,1050,1044.0,-6.0,19.0,1103.0,161.0,162.0,138.0,1035,1321.0,5.0,1331,1326.0,-5.0,0,0,,,,,,
674000,2015,2,14,6,UA,719,N816UA,ORD,IAH,1155,1149.0,-6.0,18.0,1207.0,175.0,140.0,118.0,925,1405.0,4.0,1450,1409.0,-41.0,0,0,,,,,,
675000,2015,2,14,6,DL,785,N828DN,MSP,ATL,1307,1303.0,-4.0,9.0,1312.0,148.0,115.0,102.0,907,1554.0,4.0,1635,1558.0,-37.0,0,0,,,,,,
676000,2015,2,14,6,EV,4864,N14902,BTR,IAH,1421,1440.0,19.0,8.0,1448.0,69.0,62.0,47.0,253,1535.0,7.0,1530,1542.0,12.0,0,0,,,,,,
677000,2015,2,14,6,EV,4922,N712EV,BHM,DTW,1535,1529.0,-6.0,15.0,1544.0,131.0,143.0,122.0,625,1846.0,6.0,1846,1852.0,6.0,0,0,,,,,,
678000,2015,2,14,6,NK,470,N530NK,DFW,FLL,1650,1853.0,123.0,15.0,1908.0,164.0,149.0,128.0,1119,2216.0,6.0,2034,2222.0,108.0,0,0,,0.0,0.0,108.0,0.0,0.0
679000,2015,2,14,6,UA,507,N467UA,ORD,MSP,1805,1805.0,0.0,42.0,1847.0,89.0,111.0,64.0,334,1951.0,5.0,1934,1956.0,22.0,0,0,,22.0,0.0,0.0,0.0,0.0
680000,2015,2,14,6,US,484,N809AW,PHX,STL,1950,1945.0,-5.0,20.0,2005.0,173.0,168.0,144.0,1262,2329.0,4.0,2343,2333.0,-10.0,0,0,,,,,,
681000,2015,2,14,6,US,664,N906AW,KOA,PHX,2345,114.0,89.0,14.0,128.0,339.0,372.0,324.0,2860,952.0,34.0,824,1026.0,122.0,0,0,,33.0,0.0,89.0,0.0,0.0
682000,2015,2,15,7,AA,1260,N3HSAA,MIA,JFK,700,702.0,2.0,18.0,720.0,170.0,171.0,147.0,1089,947.0,6.0,950,953.0,3.0,0,0,,,,,,
683000,2015,2,15,7,DL,1150,N591NW,HNL,LAX,808,939.0,91.0,15.0,954.0,342.0,319.0,294.0,2556,1648.0,10.0,1550,1658.0,68.0,0,0,,0.0,0.0,68.0,0.0,0.0
684000,2015,2,15,7,WN,114,N917WN,ATL,DAL,915,915.0,0.0,15.0,930.0,150.0,138.0,118.0,721,1028.0,5.0,1045,1033.0,-12.0,0,0,,,,,,
685000,2015,2,15,7,EV,5580,N882AS,AGS,ATL,1021,1057.0,36.0,30.0,1127.0,56.0,66.0,33.0,143,1200.0,3.0,1117,1203.0,46.0,0,0,,10.0,0.0,36.0,0.0,0.0
686000,2015,2,15,7,HA,305,N483HA,OGG,HNL,1127,1128.0,1.0,5.0,1133.0,36.0,34.0,23.0,100,1156.0,6.0,1203,1202.0,-1.0,0,0,,,,,,
687000,2015,2,15,7,EV,5209,N751EV,DTW,LIT,1230,1226.0,-4.0,15.0,1241.0,144.0,129.0,111.0,705,1332.0,3.0,1354,1335.0,-19.0,0,0,,,,,,
688000,2015,2,15,7,EV,5007,N861AS,SHV,ATL,1331,1329.0,-2.0,5.0,1334.0,96.0,88.0,78.0,551,1552.0,5.0,1607,1557.0,-10.0,0,0,,,,,,
689000,2015,2,15,7,DL,400,N692DL,STT,JFK,1440,,,,,255.0,,,1623,,,1755,,,0,1,B,,,,,
690000,2015,2,15,7,DL,1248,N124DE,DTW,LAX,1542,1555.0,13.0,17.0,1612.0,323.0,307.0,279.0,1979,1751.0,11.0,1805,1802.0,-3.0,0,0,,,,,,
691000,2015,2,15,7,EV,3963,N29906,ORD,TYS,1646,1819.0,93.0,24.0,1843.0,89.0,92.0,65.0,475,2048.0,3.0,1915,2051.0,96.0,0,0,,3.0,0.0,2.0,91.0,0.0
692000,2015,2,15,7,OO,4493,N8932C,BZN,SLC,1745,1742.0,-3.0,11.0,1753.0,78.0,69.0,53.0,347,1846.0,5.0,1903,1851.0,-12.0,0,0,,,,,,
693000,2015,2,15,7,WN,461,N957WN,PHX,OKC,1855,1853.0,-2.0,7.0,1900.0,120.0,112.0,100.0,833,2140.0,5.0,2155,2145.0,-10.0,0,0,,,,,,
694000,2015,2,15,7,UA,1049,N17730,EWR,ORD,2000,2007.0,7.0,37.0,2044.0,156.0,175.0,125.0,719,2149.0,13.0,2136,2202.0,26.0,0,0,,19.0,0.0,0.0,0.0,7.0
695000,2015,2,15,7,WN,435,N295WN,MDW,CLT,2140,2139.0,-1.0,13.0,2152.0,110.0,93.0,73.0,584,5.0,7.0,30,12.0,-18.0,0,0,,,,,,
696000,2015,2,16,1,F9,1256,N209FR,ORD,MIA,600,551.0,-9.0,15.0,606.0,180.0,171.0,151.0,1197,937.0,5.0,1000,942.0,-18.0,0,0,,,,,,
697000,2015,2,16,1,B6,1015,N307JB,JAX,FLL,700,655.0,-5.0,10.0,705.0,72.0,66.0,52.0,319,757.0,4.0,812,801.0,-11.0,0,0,,,,,,
698000,2015,2,16,1,EV,4476,N29917,CLE,BOS,758,,,,,111.0,,,563,,,949,,,0,1,C,,,,,
699000,2015,2,16,1,WN,2253,N482WN,BWI,DTW,850,907.0,17.0,18.0,925.0,100.0,103.0,78.0,409,1043.0,7.0,1030,1050.0,20.0,0,0,,3.0,0.0,17.0,0.0,0.0
700000,2015,2,16,1,OO,6234,N932EV,ABQ,SFO,950,1049.0,59.0,17.0,1106.0,167.0,151.0,129.0,896,1215.0,5.0,1137,1220.0,43.0,0,0,,0.0,0.0,0.0,43.0,0.0
701000,2015,2,16,1,DL,1648,N981AT,ATL,MDW,1050,1050.0,0.0,9.0,1059.0,120.0,103.0,89.0,591,1128.0,5.0,1150,1133.0,-17.0,0,0,,,,,,
702000,2015,2,16,1,MQ,3114,N905MQ,ORD,DTW,1145,1202.0,17.0,13.0,1215.0,76.0,69.0,47.0,235,1402.0,9.0,1401,1411.0,10.0,0,0,,,,,,
703000,2015,2,16,1,WN,795,N641SW,GRR,MCO,1250,1250.0,0.0,8.0,1258.0,185.0,161.0,140.0,1024,1518.0,13.0,1555,1531.0,-24.0,0,0,,,,,,
704000,2015,2,16,1,AA,1452,N3JEAA,DCA,ORD,1348,1353.0,5.0,13.0,1406.0,132.0,134.0,108.0,612,1454.0,13.0,1500,1507.0,7.0,0,0,,,,,,
705000,2015,2,16,1,WN,2873,N701GS,RNO,LAX,1450,1457.0,7.0,9.0,1506.0,80.0,73.0,58.0,391,1604.0,6.0,1610,1610.0,0.0,0,0,,,,,,
706000,2015,2,16,1,US,659,N601AW,PHL,RSW,1550,1559.0,9.0,26.0,1625.0,176.0,179.0,149.0,993,1854.0,4.0,1846,1858.0,12.0,0,0,,,,,,
707000,2015,2,16,1,WN,233,N621SW,PHX,ONT,1650,1715.0,25.0,5.0,1720.0,70.0,55.0,47.0,325,1707.0,3.0,1700,1710.0,10.0,0,0,,,,,,
708000,2015,2,16,1,AA,142,N502AA,MKE,DFW,1745,1738.0,-7.0,11.0,1749.0,165.0,173.0,143.0,853,2012.0,19.0,2030,2031.0,1.0,0,0,,,,,,
709000,2015,2,16,1,OO,6436,N954SW,PDX,SFO,1845,1839.0,-6.0,15.0,1854.0,110.0,104.0,84.0,550,2018.0,5.0,2035,2023.0,-12.0,0,0,,,,,,
710000,2015,2,16,1,EV,4085,N16999,SYR,EWR,1947,1936.0,-11.0,11.0,1947.0,76.0,67.0,44.0,195,2031.0,12.0,2103,2043.0,-20.0,0,0,,,,,,
711000,2015,2,16,1,AA,1351,N5FCAA,LAX,MCO,2110,2106.0,-4.0,21.0,2127.0,270.0,263.0,237.0,2218,424.0,5.0,440,429.0,-11.0,0,0,,,,,,
712000,2015,2,17,2,WN,2771,N756SA,GRR,BWI,555,549.0,-6.0,25.0,614.0,115.0,101.0,70.0,528,724.0,6.0,750,730.0,-20.0,0,0,,,,,,
713000,2015,2,17,2,WN,251,N7720F,DTW,DEN,640,652.0,12.0,28.0,720.0,205.0,192.0,158.0,1123,758.0,6.0,805,804.0,-1.0,0,0,,,,,,
714000,2015,2,17,2,EV,4323,N27200,MSP,EWR,734,727.0,-7.0,26.0,753.0,161.0,173.0,137.0,1008,1110.0,10.0,1115,1120.0,5.0,0,0,,,,,,
715000,2015,2,17,2,EV,4682,N12201,CMH,IAH,832,1050.0,138.0,12.0,1102.0,193.0,194.0,171.0,986,1253.0,11.0,1045,1304.0,139.0,0,0,,1.0,0.0,90.0,48.0,0.0
716000,2015,2,17,2,DL,1057,N989AT,CLT,DTW,934,932.0,-2.0,26.0,958.0,111.0,110.0,79.0,500,1117.0,5.0,1125,1122.0,-3.0,0,0,,,,,,
717000,2015,2,17,2,WN,795,N603SW,BWI,GRR,1030,1031.0,1.0,11.0,1042.0,110.0,103.0,87.0,528,1209.0,5.0,1220,1214.0,-6.0,0,0,,,,,,
718000,2015,2,17,2,US,1964,N816AW,CLT,MCI,1130,1323.0,113.0,29.0,1352.0,157.0,169.0,136.0,808,1508.0,4.0,1307,1512.0,125.0,0,0,,12.0,0.0,0.0,41.0,72.0
719000,2015,2,17,2,DL,2225,N933AT,PVD,ATL,1233,1238.0,5.0,24.0,1302.0,182.0,194.0,164.0,903,1546.0,6.0,1535,1552.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0
720000,2015,2,17,2,HA,152,N476HA,OGG,ITO,1332,1330.0,-2.0,11.0,1341.0,37.0,42.0,25.0,121,1406.0,6.0,1409,1412.0,3.0,0,0,,,,,,
721000,2015,2,17,2,UA,1758,N73251,IAH,DEN,1434,1433.0,-1.0,27.0,1500.0,150.0,167.0,132.0,862,1612.0,8.0,1604,1620.0,16.0,0,0,,16.0,0.0,0.0,0.0,0.0
722000,2015,2,17,2,US,1915,N741UW,CLE,CLT,1535,1548.0,13.0,9.0,1557.0,101.0,97.0,80.0,430,1717.0,8.0,1716,1725.0,9.0,0,0,,,,,,
723000,2015,2,17,2,WN,176,N8321D,BWI,PHX,1635,1645.0,10.0,17.0,1702.0,325.0,308.0,282.0,1999,1944.0,9.0,2000,1953.0,-7.0,0,0,,,,,,
724000,2015,2,17,2,NK,108,N621NK,SAN,DFW,1730,1726.0,-4.0,12.0,1738.0,160.0,164.0,143.0,1171,2201.0,9.0,2210,2210.0,0.0,0,0,,,,,,
725000,2015,2,17,2,MQ,3686,N825MQ,HPN,ORD,1830,,,,,168.0,,,738,,,2018,,,0,1,A,,,,,
726000,2015,2,17,2,WN,460,N455WN,PIT,MCO,1935,2023.0,48.0,8.0,2031.0,145.0,151.0,134.0,834,2245.0,9.0,2200,2254.0,54.0,0,0,,6.0,0.0,0.0,48.0,0.0
727000,2015,2,17,2,DL,1111,N923DN,ATL,ROC,2057,2059.0,2.0,29.0,2128.0,130.0,123.0,87.0,749,2255.0,7.0,2307,2302.0,-5.0,0,0,,,,,,
728000,2015,2,18,3,DL,900,N351NW,BOS,ATL,545,542.0,-3.0,15.0,557.0,192.0,178.0,158.0,946,835.0,5.0,857,840.0,-17.0,0,0,,,,,,
729000,2015,2,18,3,US,687,N680AW,LAS,PHX,635,629.0,-6.0,13.0,642.0,70.0,70.0,44.0,255,826.0,13.0,845,839.0,-6.0,0,0,,,,,,
730000,2015,2,18,3,US,1990,N724UW,CLT,PVD,730,730.0,0.0,14.0,744.0,110.0,100.0,79.0,683,903.0,7.0,920,910.0,-10.0,0,0,,,,,,
731000,2015,2,18,3,US,2053,,MIA,CLT,830,,,,,128.0,,,650,,,1038,,,0,1,C,,,,,
732000,2015,2,18,3,US,461,N182UW,CLT,SFO,930,941.0,11.0,20.0,1001.0,350.0,357.0,332.0,2296,1233.0,5.0,1220,1238.0,18.0,0,0,,7.0,0.0,11.0,0.0,0.0
733000,2015,2,18,3,UA,1260,N78511,CLE,ORD,1028,1024.0,-4.0,21.0,1045.0,98.0,99.0,65.0,315,1050.0,13.0,1106,1103.0,-3.0,0,0,,,,,,
734000,2015,2,18,3,AA,2407,N4WLAA,MCO,DFW,1127,1121.0,-6.0,12.0,1133.0,183.0,183.0,166.0,985,1319.0,5.0,1330,1324.0,-6.0,0,0,,,,,,
735000,2015,2,18,3,OO,4999,N582SW,LAX,SMX,1229,1224.0,-5.0,23.0,1247.0,56.0,60.0,31.0,134,1318.0,6.0,1325,1324.0,-1.0,0,0,,,,,,
736000,2015,2,18,3,OO,4628,N659BR,LAN,DTW,1327,1322.0,-5.0,24.0,1346.0,51.0,60.0,27.0,74,1413.0,9.0,1418,1422.0,4.0,0,0,,,,,,
737000,2015,2,18,3,DL,116,N962DL,BHM,ATL,1430,1435.0,5.0,10.0,1445.0,64.0,49.0,34.0,134,1619.0,5.0,1634,1624.0,-10.0,0,0,,,,,,
738000,2015,2,18,3,DL,1942,N995AT,EWR,ATL,1530,1528.0,-2.0,10.0,1538.0,162.0,135.0,119.0,746,1737.0,6.0,1812,1743.0,-29.0,0,0,,,,,,
739000,2015,2,18,3,DL,415,N722TW,JFK,SFO,1630,1626.0,-4.0,31.0,1657.0,406.0,394.0,357.0,2586,1954.0,6.0,2016,2000.0,-16.0,0,0,,,,,,
740000,2015,2,18,3,MQ,2922,N818MQ,DFW,CMI,1725,1754.0,29.0,15.0,1809.0,113.0,124.0,100.0,693,1949.0,9.0,1918,1958.0,40.0,0,0,,11.0,0.0,12.0,17.0,0.0
741000,2015,2,18,3,AS,751,N644AS,STL,SEA,1825,1816.0,-9.0,11.0,1827.0,280.0,273.0,258.0,1709,2045.0,4.0,2105,2049.0,-16.0,0,0,,,,,,
742000,2015,2,18,3,DL,868,N321US,MSP,BOS,1930,1932.0,2.0,19.0,1951.0,163.0,171.0,137.0,1124,2308.0,15.0,2313,2323.0,10.0,0,0,,,,,,
